kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_teq,koi_insol,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smet,koi_sage,koi_snr,koi_fittype,ra,dec,koi_kepmag
4582184,K00503.01,Kepler-503 b,confirmed,0.944,0,0,0,0,6.47503,0.0046721,-0.0063557,359.36957,0.532,13.782,0.6891,-0.6891,624.94,50.0,-50.0,3.869,0.4566,-0.2013,0.06444,1887.1,1.058,5030.0,57.6,,4.3576,0.0911,-0.0277,1.7855,0.08927,-0.08927,1.624,0.1933,11.784,23.84,LS+MCMC,301.224236,38.009382,13.311
5564044,K01143.01,nan,False Positive,0.089,0,1,1,0,5.29944,,-0.0046832,251.86161,0.936,14.4733,0.72366,-0.72366,6561.59,524.93,-524.93,1.341,,-0.1863,0.0589,2074.5,2.891,4965.4,109.3,-95.3,4.671,0.1152,-0.1091,1.2523,0.06261,-0.06261,1.2276,-0.3342,6.604,3.57,ls,293.29236,48.006,15.415
2405230,K00075.01,Unknown,fp,0.202,1,0,0,0,1.51582,0.0012074,-0.0013011,299.09873,0.277,7.0081,0.35041,-0.35041,,57.8,-57.8,9.883,1.6221,-1.6127,0.02211,1682.9,1.259,4993.3,104.3,-130.2,4.2725,0.1152,-0.048,1.264,0.0632,-0.0632,1.3444,-0.0422,8.927,8.77,LS+MCMC,280.622445,50.27685,14.058
9844011,K00183.01,,CANDIDATE,0.352,0,0,0,0,1.52082,0.0012744,-5.99e-05,453.54291,0.148,4.2216,0.21108,-0.21108,216.69,17.34,-17.34,4.208,0.5549,-0.656,0.02441,405.4,0.392,6561.8,261.5,-124.6,4.5717,0.1246,-0.0146,1.0314,0.05157,-0.05157,1.124,-0.0098,3.037,22.94,LS+MCMC,301.501692,40.6371,14.853
2614595,K00909.01,Kepler-909 b,CONFIRMED,0.8,0,0,0,0,12.51833,0.0002906,-0.0071848,328.30752,0.143,12.166,0.6083,-0.6083,,38.19,-38.19,1.849,0.3579,,0.12076,1927.0,4.87,N/A,234.2,-109.5,4.6481,0.0487,-0.1129,1.3872,0.06936,-0.06936,1.2784,0.1119,1.55,64.86,LS+MCMC,292.110899,39.337234,13.786
1127873,K00469.01,Kepler-469 b,CONFIRMED,0.882,0,0,0,0,3.66494,0.0035679,-0.0015213,340.70578,0.779,11.717,0.58585,-0.58585,830.44,66.44,-66.44,0.805,0.1061,-0.06,0.05342,1029.0,8.91,4905.1,233.0,-185.4,4.1516,0.0778,-0.1029,0.5074,0.02537,,0.5515,-0.0425,8.264,72.04,ls+mcmc,287.590276,48.212848,15.664
9288800,K01459.01,Kepler-1459 b,Confirmed,0.895,0,0,0,0,39.45785,0.00554,-0.0232021,173.05559,0.13,2.4637,0.12318,-0.12318,1041.47,83.32,-83.32,1.169,0.2323,-0.2189,0.21877,1002.9,5.541,4289.7,74.3,-216.3,4.0231,0.0894,-0.0442,1.8461,0.0923,-0.0923,1.7581,0.2755,9.895,,LS+MCMC,297.009348,38.118376,14.054
9931897,K01803.01,nan,FP,0.358,1,1,1,0,39.44952,0.0369164,-0.0391292,357.7722,0.436,478.4702,,-0.39873,50.0,4.0,-4.0,30.0,5.6262,-5.3152,0.22669,1221.8,74.421,4922.4,,-235.3,4.6282,0.0392,-0.0996,1.1432,0.05716,-0.05716,1.081,-0.4865,,16.52,mcmc,281.749283,41.600351,11.372
6379643,K00663.01,,FALSE POSITIVE,0.384,1,1,1,0,7.7724,0.0027453,-0.0058346,316.30729,0.965,8.6659,0.4333,-0.4333,947.89,75.83,-75.83,1.638,0.3209,-0.1682,0.07933,989.2,93.537,5627.1,214.9,-204.4,4.0746,0.1057,-0.1179,0.7282,0.03641,-0.03641,0.8097,,3.636,11.92,ls,301.163549,44.334377,11.32
5158489,K00267.01,,False Positive,0.008,1,1,1,1,5.66103,0.0037036,-0.0050235,,0.53,2.0617,0.10308,-0.10308,1886.65,150.93,-150.93,8.153,0.7614,-0.7376,,1994.1,,4699.9,154.9,-259.8,4.6267,,-0.0236,1.2584,0.06292,,,0.111,,18.34,LS+MCMC,295.702137,42.384801,11.334
4530866,K00960.01,,FP,0.176,1,0,0,0,2.10545,0.0013832,-0.0016611,192.53132,0.559,7.4141,0.37071,-0.37071,1119.46,89.56,,1.586,0.2798,-0.1619,,1707.1,26.635,5246.7,,-220.6,4.6487,0.033,-0.0211,0.9962,0.04981,-0.04981,0.9458,0.0545,,25.84,LS+MCMC,284.869257,40.538073,12.861
8403354,K00125.01,Kepler-125 b,Yes,0.776,0,0,0,0,0.75363,0.0001296,-0.0005505,469.39042,0.473,15.0,0.75,-0.75,241.78,,-19.34,1.703,0.2352,-0.1679,0.01616,1502.8,65.367,4342.1,238.4,,4.7547,0.0334,,0.9455,0.04727,-0.04727,,0.0066,1.479,23.99,LS,300.378365,48.077019,12.581
1777239,K00283.01,nan,FALSE POSITIVE,0.28,1,0,1,1,2.99542,0.000174,-0.0022171,367.97967,0.951,15.0,0.75,-0.75,80.65,6.45,-6.45,3.313,0.5711,-0.5153,0.03766,809.6,,5350.0,216.0,-86.1,4.227,0.0443,-0.1029,0.7185,0.03593,-0.03593,0.6836,-0.0068,9.268,13.92,ls,300.169578,37.253249,13.212
4350795,K00814.01,Unknown,CANDIDATE,0.715,0,0,0,0,7.39743,0.0020264,-0.0053637,133.26469,0.15,8.9068,0.44534,-0.44534,1543.28,123.46,-123.46,17.132,3.2273,-2.3424,0.07546,845.3,30.677,5872.6,103.7,-111.6,4.0332,0.0418,-0.065,0.6492,0.03246,-0.03246,0.6628,0.0499,3.706,6.94,--,300.559718,51.941078,10.474
2330418,K01679.01,Kepler-1679 b,confirm,0.843,0,0,0,0,5.68485,0.0040409,-0.000789,288.63787,0.713,4.3598,0.21799,-0.21799,290.87,23.27,-23.27,2.161,0.1424,-0.2703,0.06864,1560.6,19.187,5698.1,224.9,-298.9,4.6271,0.0277,-0.1454,1.2392,0.06196,-0.06196,1.1143,0.3737,3.052,32.37,LS+MCMC,295.86463,,15.677
6946661,K01701.01,Unknown,Candidate,0.418,0,0,0,0,2.92344,,-0.0012266,415.28204,0.941,2.3119,0.1156,-0.1156,2194.79,175.58,-175.58,,1.5886,-0.6094,0.03459,1070.4,10.141,4589.1,,-239.4,4.5269,0.0569,-0.1292,0.8844,0.04422,-0.04422,0.9632,-0.6161,3.452,9.21,LS+MCMC,296.463534,44.773892,10.223
3405448,K01522.01,,CANDIDATE,0.603,0,0,0,0,3.23917,0.0014638,-0.0020215,465.69255,,2.3098,0.11549,-0.11549,1747.3,,-139.78,2.272,,-0.2754,0.04739,261.3,1.333,4545.3,109.0,-196.8,4.7212,0.1209,-0.0606,0.7149,0.03574,-0.03574,0.7629,-0.0313,0.871,11.14,ls+mcmc,291.455006,51.199246,10.397
2213235,K00822.01,Kepler-822 b,CONFIRMED,4.766,0,0,0,0,2.83039,0.0026908,-0.0001279,464.6732,0.388,2.161,0.10805,-0.10805,80.48,6.44,,2.53,0.1891,-0.2522,0.03591,,7.62,6165.7,208.2,-228.6,4.6474,0.0734,-0.148,1.6755,0.08378,-0.08378,1.4355,-0.1488,11.539,26.51,Unknown,298.854004,51.731825,13.867
3243435,K01019.01,,CANDIDATE,0.507,0,0,0,0,5.83843,0.0009893,-0.0011081,432.61813,0.247,15.0,0.75,-0.75,605.77,48.46,-48.46,8.838,0.8446,-0.4897,0.06226,2464.3,23.229,6855.7,216.4,-138.2,4.4164,,-0.0977,0.8699,0.0435,-0.0435,0.805,,1.74,12.57,ls,282.602673,48.338526,13.874
8385286,K00807.01,Unknown,CAND,0.518,0,0,0,0,57.51921,0.0162625,-0.0232783,174.56674,0.138,4.3254,0.21627,-0.21627,4478.2,358.26,,7.592,,-0.77,0.30157,951.3,0.727,5856.4,219.6,-71.5,4.4075,0.1045,-0.0733,,0.06196,-0.06196,1.315,0.552,7.135,4.71,LS,293.114237,50.98704,13.556
5158215,K00559.01,,FALSE POSITIVE,0.118,1,0,1,0,14.52315,0.0107857,,373.28332,0.132,3.9415,0.19707,-0.19707,,72.6,-72.6,3.482,0.3475,-0.3306,,1447.0,4.951,5457.8,143.1,-255.8,3.9872,0.0578,-0.0601,1.6337,0.08169,,1.6689,-0.0868,11.623,12.52,ls+mcmc,299.989604,51.289078,15.674
4093016,K00777.01,Kepler-777 b,CONFIRMED,0.908,0,0,0,0,,0.0060439,-0.0056348,,0.392,5.3988,0.26994,-0.26994,714.72,57.18,-57.18,35.127,0.4106,-0.2347,0.10849,,9.305,6111.0,197.9,,4.0248,0.0987,-0.0867,1.1551,,-0.05775,,0.0364,,92.84,ls,291.58195,36.034345,13.154
9104222,K01723.01,Kepler-1723 b,Yes,0.792,0,0,0,0,32.86929,0.0307296,-0.0302862,477.03109,0.085,1.6589,0.08294,-0.08294,239.62,19.17,,0.92,0.165,-0.0803,0.22415,1817.1,82.371,4148.3,81.2,-168.6,4.3339,0.1467,-0.0795,1.3833,0.06917,-0.06917,1.3469,0.2708,3.408,37.78,ls+mcmc,292.154016,50.348769,14.542
3528381,K01031.01,Kepler-1031 b,CONFIRMED,0.966,0,0,0,0,6.04995,0.0010602,-0.0004409,432.9912,0.582,9.1103,0.45551,-0.45551,880.35,70.43,-70.43,0.879,0.1641,-0.0803,0.07063,2179.9,51.662,5386.4,152.5,-177.0,4.4309,0.0645,-0.0527,0.8066,0.04033,-0.04033,0.744,,,47.03,ls+mcmc,282.327348,49.215281,13.401
4180411,K00758.01,,fp,0.268,1,0,1,1,1.93426,8.34e-05,-0.0004648,364.73172,0.069,6.0578,0.30289,-0.30289,941.89,75.35,-75.35,1.027,0.1706,-0.171,0.02866,,14.44,5213.4,271.6,-215.2,4.5733,0.01,-0.0587,0.5959,,,,-0.1638,1.315,3.44,mcmc,299.998948,47.534862,--
5318860,K01905.01,,fp,0.354,0,1,0,1,2.54224,0.0007467,-0.0009892,279.57068,0.035,7.6936,0.38468,-0.38468,na,6.22,-6.22,3.638,0.1825,-0.4664,0.03981,1205.6,26.417,5385.1,206.9,-275.3,4.3358,0.0151,-0.1004,0.9323,0.04661,-0.04661,1.0208,-0.0378,2.197,13.18,LS+MCMC,296.724344,50.351661,11.926
3542366,K00583.01,,false positive,0.224,1,0,1,0,12.27465,0.0001749,-0.0025932,225.66697,0.613,9.2595,,-0.46297,250.39,20.03,-20.03,1.485,0.2229,-0.2067,0.09917,1969.6,7.864,5209.9,273.3,-277.7,4.1064,0.0283,-0.1085,0.9894,,-0.04947,0.9889,-0.0671,5.402,11.15,LS+MCMC,287.181544,43.251555,10.31
4527623,K01403.01,Kepler-1403 b,Yes,0.724,0,0,0,0,2.76149,0.0022014,-0.002714,307.45852,0.416,285.3222,0.23777,-0.23777,393.03,31.44,-31.44,4.211,,-0.2979,0.04046,379.2,24.282,5874.9,216.3,-55.8,4.6005,0.096,-0.1325,1.106,0.0553,-0.0553,1.1834,-0.0751,10.434,24.04,LS+MCMC,298.41399,38.813513,15.372
6419399,K00392.01,nan,FALSE POSITIVE,0.34,0,0,0,0,54.16773,,-0.0218304,484.5117,0.452,15.0,0.75,-0.75,56.59,4.53,-4.53,1.236,0.1685,-0.2005,0.26139,1174.9,,4538.7,164.3,-147.2,3.9937,0.0789,-0.146,1.3518,0.06759,-0.06759,,-0.0055,5.364,6.04,LS+MCMC,297.590849,38.605303,13.197
9155137,K00058.01,Kepler-58 b,CONFIRMED,0.738,0,0,0,0,84.61899,0.028902,-0.0533102,314.94256,,8.4848,0.42424,-0.42424,2814.95,225.2,-225.2,1.807,0.3264,-0.2444,0.38408,2245.6,82.277,unknown,273.5,-298.9,,0.0731,-0.0503,0.847,,-0.04235,0.809,-0.0072,3.735,18.01,LS+MCMC,284.86939,49.336555,
7410628,K01969.01,Kepler-1969 b,confirmed,0.783,0,0,0,0,7.18162,0.0038513,-0.001604,144.73592,0.472,8.5213,0.42606,-0.42606,196.0,15.68,-15.68,0.887,,-0.0652,0.06766,1920.9,10.526,5679.6,64.1,-227.0,4.6455,0.0271,-0.0504,0.8357,0.04179,-0.04179,0.8468,0.1425,7.201,53.11,LS,297.585234,36.610062,14.097
3828234,K01067.01,Kepler-1067 b,CONFIRMED,0.753,0,0,0,0,1.91922,,-0.0011912,139.28356,0.488,,0.52565,-0.52565,3070.46,245.64,-245.64,8.638,,-1.0588,0.03335,1190.9,135.911,5554.4,263.0,,,0.0932,-0.0576,0.8957,0.04478,-0.04478,0.9161,-0.279,7.74,,LS+MCMC,299.781854,45.285034,13.893
6987692,K00492.01,Unknown,FALSE POSITIVE,0.247,1,0,1,1,30.20357,0.0084947,-0.0293462,208.63957,0.12,3.2046,0.16023,-0.16023,860.9,68.87,-68.87,,0.2071,-0.1278,0.21685,2095.4,47.874,5709.6,179.6,-237.2,4.3691,0.1195,,0.8744,0.04372,-0.04372,0.813,-0.0431,11.359,6.39,ls+mcmc,298.32033,43.593663,13.024
5847491,K01752.01,Kepler-1752 b,Yes,0.715,0,0,0,0,3.7127,0.0013811,-0.0015789,407.56528,0.934,9.122,0.4561,-0.4561,288.2,23.06,-23.06,1.381,0.0924,-0.2746,0.04208,1934.8,1.988,5456.4,147.2,,4.6319,0.1401,-0.0832,1.1535,0.05767,-0.05767,1.0701,-0.1127,7.611,10.32,LS+MCMC,283.094575,51.665212,
7516857,K01920.01,nan,FP,0.277,1,1,1,0,162.35211,0.1217596,-0.0928059,270.21266,0.997,3.0259,,-0.1513,186.83,14.95,-14.95,2.995,0.4614,-0.4373,0.60573,2019.7,108.887,5450.2,296.0,-219.5,4.2706,0.0645,-0.0709,1.0662,0.05331,-0.05331,1.1109,-0.2385,9.936,32.8,LS+MCMC,287.072542,36.868845,14.318
8128588,K00117.01,nan,CANDIDATE,0.534,0,0,Y,0,3.99602,0.000197,-0.0036006,120.65672,0.817,14.3229,,-0.71614,304.38,24.35,-24.35,6.871,0.5338,-0.7267,,276.7,6.779,4911.8,98.4,-294.4,4.7435,0.1074,-0.0799,1.3074,0.06537,-0.06537,1.2736,-0.1963,11.99,36.8,ls,302.888537,44.548746,10.353
2032739,K00899.01,Kepler-899 b,CONFIRMED,0.816,0,0,0,0,57.66412,0.0414899,-0.0177588,142.08739,0.384,6.3435,0.31717,-0.31717,509.24,40.74,-40.74,2.143,,,0.28592,2259.2,5.371,6435.6,67.4,-224.9,4.4151,0.1279,-0.0185,0.9907,0.04953,-0.04953,0.9086,0.1938,7.747,19.76,--,302.976719,49.984488,14.843
9926250,K00521.01,nan,FALSE_POSITIVE,0.304,1,1,0,0,12.67471,0.0062752,,186.20046,0.217,3.9718,,,935.14,74.81,-74.81,17.935,,-1.9269,0.09647,--,0.876,none,149.0,-82.5,4.5779,0.0284,-0.1454,0.8829,0.04415,-0.04415,0.8285,-0.0246,,4.12,LS+MCMC,295.824661,46.682118,15.421
8135501,K00739.01,,false_positive,0.336,1,1,0,0,0.69996,5.07e-05,-0.0006906,136.54858,0.023,13.4403,0.67202,-0.67202,390.68,31.25,-31.25,2.32,0.435,-0.1498,0.01379,1412.2,14.594,5648.4,103.7,-268.2,4.5813,0.0516,-0.0817,1.7446,0.08723,-0.08723,,-0.0092,7.838,12.12,MCMC,294.245568,44.504112,10.396
2867893,K00082.01,,FALSE POSITIVE,0.36,1,0,1,0,,0.0077819,-0.0212909,421.82349,0.489,N/A,0.16631,-0.16631,155.22,12.42,-12.42,4.153,0.3515,-0.7145,0.17367,2467.3,,5781.2,125.0,-102.7,4.569,0.0458,-0.1193,2.075,0.10375,-0.10375,1.9827,-0.0341,2.18,9.0,LS+MCMC,291.81727,44.545413,13.117
7409332,K01422.01,nan,False Positive,0.145,0,1,1,1,0.50177,4.6e-05,-9.82e-05,484.07537,0.908,7.835,0.39175,-0.39175,481.86,38.55,-38.55,3.895,0.7018,-0.4972,0.01057,N/A,8.033,5607.6,,-138.5,4.4509,0.0244,-0.1054,1.1861,0.05931,-0.05931,1.171,0.1188,11.659,9.39,LS+MCMC,304.456122,44.190488,11.878
2182998,K01314.01,nan,CANDIDATE,0.39,0,0,0,0,4.60878,0.0005379,-0.0019684,162.68174,0.238,15.0,0.75,-0.75,743.44,59.48,-59.48,13.983,1.5,-1.9404,0.05445,528.2,5.922,5550.6,261.7,-78.8,,0.0149,-0.0926,1.9697,0.09848,,1.898,-0.2839,8.574,5.91,LS+MCMC,302.092347,39.018926,10.98
7032464,K01276.01,Kepler-1276 b,confirm,0.825,-1,0,0,0,5.08416,0.0004956,-0.0039807,192.02175,0.307,9.4367,0.47184,-0.47184,628.02,50.24,-50.24,2.486,0.3839,-0.2903,0.05306,1811.1,9.516,--,71.5,-52.3,4.4537,0.0207,-0.1421,1.081,0.05405,-0.05405,1.0283,-0.0502,2.362,69.73,MCMC,291.437267,46.16486,
9153907,K01142.01,Kepler-1142 b,Yes,0.883,0,0,0,0,3.85346,0.0016587,-0.0021878,188.64368,0.964,11.2413,0.56207,-0.56207,1135.59,90.85,-90.85,1.35,0.1211,-0.1294,0.04228,1598.1,131.996,5485.5,90.1,-181.4,4.4328,0.105,-0.1261,1.2683,0.06341,-0.06341,1.1977,-0.1126,8.687,46.09,--,,37.219554,11.775
6161201,K01397.01,Unknown,FP,0.392,1,0,1,1,4.8513,0.0012457,-0.0035373,472.2816,0.264,10.6522,0.53261,-0.53261,2233.9,178.71,-178.71,7.165,0.8064,-0.3995,0.05225,1530.3,,6224.3,133.0,-125.4,4.6077,0.0874,-0.1387,0.605,0.03025,-0.03025,0.6016,-0.1528,,8.72,LS+MCMC,289.401889,47.834468,13.404
6741338,K01157.01,Kepler-1157 b,Yes,0.792,0,0,0,0,6.1033,,,324.41949,0.326,10.1589,0.50795,-0.50795,303.54,24.28,-24.28,,0.0509,-0.051,0.0712,1198.0,1.105,4547.0,232.5,-125.4,4.1585,0.1467,-0.1467,,0.06931,-0.06931,1.2572,-0.5994,2.292,55.22,ls,302.840593,50.490174,13.215
1391749,K01391.01,Kepler-1391 b,CONFIRMED,0.993,0,0,0,0,16.32439,0.0135176,,453.56736,,,0.23299,-0.23299,,,-33.42,4.976,0.8137,-0.8831,0.11442,1713.8,,7185.3,112.8,-194.5,4.7132,0.0662,-0.0452,1.2414,0.06207,-0.06207,1.1728,,,26.13,LS+MCMC,304.481665,46.226339,10.092
3572859,K00019.01,nan,FALSE POSITIVE,0.323,1,1,0,0,1.04877,0.0002319,-4.98e-05,220.87641,0.881,12.3326,0.61663,,3008.32,240.67,-240.67,4.507,0.8291,-0.5419,0.01778,1823.4,139.282,6339.7,278.4,-240.5,4.6906,0.0341,-0.0127,0.9539,0.04769,-0.04769,0.9035,-0.1006,8.415,30.65,LS+MCMC,292.431355,40.917574,13.542
2665449,K01297.01,Kepler-1297 b,Confirmed,0.724,0,0,0,0,45.65814,0.0431815,,132.63665,0.445,3.1244,0.15622,-0.15622,203.03,16.24,-16.24,2.193,0.1333,-0.4141,0.24322,2253.9,31.443,5282.1,70.0,-53.5,4.4532,0.0872,-0.1222,0.8247,0.04124,-0.04124,0.9141,-0.0532,6.291,11.65,LS,283.613806,44.779411,12.665
4747522,K00272.01,nan,CANDIDATE,0.646,0,0,0,0,0.51636,0.0001546,-0.0001975,460.11081,0.438,none,0.11885,-0.11885,7571.76,605.74,-605.74,,0.4057,-0.314,0.01323,1355.7,9.509,4676.1,67.5,-82.4,4.7264,0.0216,-0.046,1.234,0.0617,-0.0617,,-0.3129,7.287,13.16,N/A,287.87396,50.661569,14.934
7404474,K01637.01,nan,false_positive,0.367,2,1,1,1,5.4723,0.0022813,-0.0021298,488.76227,0.98,,0.15094,-0.15094,1851.25,,-148.1,1.645,0.2083,-0.238,,2166.1,8.025,6413.2,88.0,-81.1,4.15,0.061,-0.1268,0.7158,0.03579,,0.7117,0.3103,6.876,12.76,LS+MCMC,,36.483982,15.259
1917455,K01364.01,Unknown,FALSE POSITIVE,0.107,0,1,1,0,6.60357,0.0062244,-0.002979,209.60988,0.688,6.8291,0.34146,-0.34146,792.14,63.37,-63.37,2.729,0.4267,-0.2834,0.06727,1905.3,4.331,5691.6,180.6,-85.8,4.5778,0.0856,-0.0134,1.2578,0.06289,-0.06289,1.3463,-0.1597,4.723,5.06,LS+MCMC,280.080128,38.852008,13.478
6649032,K01996.01,,FALSE POSITIVE,0.328,1,0,2,0,19.89941,0.0195106,-0.0139816,301.84987,0.057,8.5449,0.42725,-0.42725,50.0,4.0,-4.0,,1.2869,-1.2274,0.13975,383.5,15.029,4917.2,60.4,-132.1,4.1089,0.1267,-0.0485,0.6282,0.03141,-0.03141,0.6332,0.7507,0.761, ,LS+MCMC,282.69257,49.166832,14.963
7013621,K01073.01,Kepler-1073 b,CONFIRMED,0.937,0,0,0,0,1.51428,0.0004792,-4.71e-05,,0.908,6.0729,,-0.30364,2093.24,167.46,-167.46,1.067,0.116,-0.1075,0.02247,2154.5,152.723,6333.0,141.9,-190.3,4.5553,0.0669,-0.0679,1.0944,0.05472,-0.05472,1.1003,0.1107,,10.92,ls,301.455537,40.127429,
4379740,K01261.01,Kepler-1261 b,CONFIRMED,0.797,0,0,0,0,6.54683,0.0039231,-0.0045242,164.42967,0.529,4.3494,0.21747,-0.21747,1855.45,148.44,-148.44,1.506,0.2896,-0.2685,0.06837,1759.2,1.733,4765.9,133.7,-137.5,4.9772,0.1279,-0.015,0.887,0.04435,-0.04435,0.9292,,7.203,47.03,LS+MCMC,286.303406,46.167533,unknown
1863579,K01478.01,nan,false positive,0.268,1,0,1,1,4.09425,0.0003637,,247.79149,0.309,3.0022,0.15011,-0.15011,174.47,13.96,-13.96,1.996,0.2825,-0.3946,0.04268,1735.2,34.749,5714.2,158.3,-202.1,3.7848,0.1025,-0.0144,0.6609,0.03304,-0.03304,,-0.2753,,24.93,--,293.856569,39.92779,12.818
3105358,K01489.01,Unknown,FALSE POSITIVE,0.284,0,1,0,0,16.93458,0.0065022,-0.0052816,357.98551,0.609,1.6133,0.08066,,,561.46,-561.46,6.697,1.1438,-1.0623,0.13548,1853.7,36.231,6739.6,85.9,-121.4,4.3127,0.1343,-0.0857,0.786,0.0393,-0.0393,0.8515,-0.2602,11.941,18.84,MCMC,286.499636,40.719451,14.794
6402828,K01260.01,,fp,0.154,1,1,0,1,67.61425,0.0200627,-0.0581319,355.45016,0.802,6.3966,0.31983,-0.31983,863.41,69.07,-69.07,10.044,0.7515,-1.2289,0.30464,338.2,53.398,5747.0,276.4,-272.0,4.4164,0.1418,-0.0595,1.0223,,-0.05111,1.0276,12.3118,7.72,4.8,ls,282.634024,50.839273,12.145
4807438,K00723.01,Kepler-723 b,CONFIRM,0.83,0,0,0,0,14.32548,0.007691,-0.0134227,278.42289,0.285,2.74,0.137,,702.86,56.23,-56.23,1.388,,-0.07,0.10447,,0.414,4166.7,57.2,-72.4,4.7524,0.1236,-0.0323,0.953,0.04765,-0.04765,1.0173,,1.402,70.14,ls,294.605329,49.660564,10.337
6279497,K01369.01,Kepler-1369 b,CONFIRMED,0.775,0,0,0,0,,0.0013598,-0.0010443,302.21669,0.766,4.9811,0.24906,-0.24906,338.43,27.07,-27.07,6.183,0.7084,-1.0294,0.03052,1581.6,52.856,,117.1,-106.8,4.4247,0.0898,-0.1424,0.5842,0.02921,-0.02921,0.6556,0.023,10.482,78.34,mcmc,295.450464,40.575543,13.762
8580126,K01914.01,nan,false_positive,0.124,1,0,1,0,1.81268,4.43e-05,-0.0008345,423.86093,0.526,265.5933,0.22133,-0.22133,95.34,7.63,-7.63,2.484,0.2808,-0.277,0.02766,455.4,4.696,5852.4,205.9,,4.5288,0.0706,-0.0221,0.7118,0.03559,-0.03559,0.7752,-0.3264,3.269,43.3,LS+MCMC,290.665973,43.766369,13.767
6179370,K01527.01,Kepler-1527 b,Yes,0.865,0,0,0,0,2.87347,0.0024251,-0.000924,360.07125,0.695,10.2056,0.51028,-0.51028,100.22,8.02,-8.02,1.828,0.3361,-0.1992,0.03782,844.9,5.29,5405.9,115.5,,4.268,0.1214,-0.0456,0.9801,0.04901,-0.04901,1.02,-0.3941,,19.13,LS+MCMC,299.816412,50.978955,10.034
5766026,K00390.01,nan,Candidate,0.462,0,0,0,0,14.93141,0.0069176,,372.07965,0.361,,0.16793,-0.16793,1628.2,130.26,-130.26,7.551,0.778,-1.4583,0.11267,,71.166,6262.2,254.0,-234.2,,0.1117,-0.1139,0.7983,0.03992,-0.03992,0.7861,-0.344,8.953,9.69,LS,302.038149,48.946371,11.424
1266982,K00178.01,nan,False Positive,0.361,1,1,0,0,3.50103,0.0010218,-0.0028943,300.91776,0.719,7.2489,0.36244,-0.36244,531.23,42.5,-42.5,,0.4724,-0.3801,0.04701,1408.7,8.182,4739.8,221.5,-266.0,4.953,,-0.1023,0.9365,0.04683,-0.04683,0.9059,-0.1169,8.911,3.79,--,294.319952,40.368575,10.431
4678920,K00944.01,Unknown,CAND,0.696,0,0,0,Y,10.44284,0.004308,-0.0038353,357.12948,0.47,4.0253,0.20127,-0.20127,846.31,67.7,-67.7,7.149,0.5261,-0.4093,0.08845,2237.2,50.225,4630.2,278.5,-218.5,3.7998,0.0478,-0.0256,0.7476,0.03738,-0.03738,0.7453,-0.0231,2.609,19.47,LS+MCMC,302.541978,44.659799,12.566
7319040,K00606.01,,false positive,0.285,1,1,1,1,0.89832,0.0002405,-0.0002293,463.62901,0.427,8.7091,0.43546,-0.43546,982.71,78.62,-78.62,1.859,0.1727,-0.1178,0.02089,535.0,3.09,,283.5,-240.6,,0.0827,-0.062,0.9811,0.04905,-0.04905,0.9363,0.0582,,6.92,ls+mcmc,283.760608,49.160073,14.023
3540712,K00238.01,Kepler-238 b,CONFIRMED,0.809,0,0,0,0,1.89045,0.0017142,-0.0013717,180.77635,0.825,2.0108,0.10054,-0.10054,1544.09,123.53,-123.53,3.701,0.6247,-0.2522,0.03412,1593.5,,5209.5,79.1,-272.2,4.7355,,-0.112,1.0895,0.05447,,1.12,0.2213,11.07,35.6,LS,299.394161,41.681849,13.623
2682553,K00489.01,Unknown,candidate,2.47,N,0,0,0,2.97025,0.0008887,-0.0004381,296.71759,0.333,1.9664,,-0.09832,1214.73,97.18,-97.18,0.964,0.1004,-0.137,0.04451,250.4,33.269,5914.0,167.6,-232.0,4.9661,0.1045,-0.1454,1.1394,0.05697,-0.05697,1.1596,-0.1015,6.123,,LS,282.23828,41.742882,10.433
8205535,K00603.01,Kepler-603 b,CONFIRM,0.773,0,0,0,0,14.68019,0.0053436,-0.0143804,306.74341,0.891,13.3103,0.66551,-0.66551,121.11,9.69,-9.69,2.561,0.511,-0.2128,0.12109,1089.1,2.539,5333.3,57.6,-142.5,4.287,0.127,-0.0297,1.0387,0.05193,-0.05193,0.9364,-0.0118,0.86,8.11,ls+mcmc,288.318373,47.439149,12.176
8135058,K00286.01,Kepler-286 b,CONFIRMED,0.981,0,0,0,0,67.11129,0.0112694,-0.0108716,,0.099,582.4638,,-0.48539,731.79,58.54,-58.54,7.642,1.3188,,0.32495,2495.7,6.808,6069.7,289.2,-278.5,4.741,0.1034,-0.1467,1.2244,0.06122,-0.06122,1.2377,0.2108,11.805, ,LS,298.579069,49.64029,10.215
